"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type"
57713,"ref","journal article","Taxonomy of some Cretaceous spore and pollen grains from Eastern Australia",1968,"M. E.","Dettmann","G.","Playford","","",NA,"Proceedings of the Royal Society of Victoria",NA,NA,NA,NA,NA,NA,"81","","69","94","English","","auth,class"
49455,"ref","journal article","Cretaceous palynomorphs from the James Ross Island area, Antarctica - A pilot Study",1987,"M. E.","Dettmann","M. R. A.","Thomson","","",NA,"British Antarctic Survey Bulletin",NA,NA,NA,NA,NA,NA,"","77","13","59","English","","auth,class"
86049,"ref","journal article","Veryhachium, genre nouveau d'hystrichosphères du Primaire",1954,"J.","Deunff","","","","",NA,"Compte rendu sommaire des séances de la Societe géologique de France",NA,NA,NA,NA,NA,NA,"","13","305","306","French","","auth"
83102,"ref","journal article","Nuphar carlquistii sp. nov. (Nymphaeaceae): A Water Lily from the Latest Early Eocene, Republic, Washington",2015,"M.","DeVore","W.","Taylor","K. Pigg","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"176","4","365","377","English","10.1086/680482","auth,class"
49972,"ref","book","Im Reich der Meerengel. Der Nusplinger Plattenkalk und seine Fossilien",2011,"G.","Dietl","G.","Schweigert","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","German","","auth,class"
76128,"ref","book","Flora der gegend um Berlin; oder, Aufzählung und beschreibung der in der mittelmark wild wachsenden und angebauten pflanzen. Mit einer vorrede begleitet von H.F. Link. Theil i. Phanerogamen",1824,"A.","Dietrich","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","German","","auth"
27506,"ref","book/book chapter","Fossil plants from the Union Chapel Mine, Alabama",2005,"D. L.","Dilcher","T. A.","Lott","B. J. Axsmith","",NA,"Alabama Paleontological Society Monograph",NA,NA,NA,NA,NA,NA,"1","","153","168","English","","auth,class"
83103,"ref","journal article","The Eocene Thomas Ranch flora, Allenby Formation, Princeton, British Columbia, Canada",2013,"R.","Dillhoff","T.","Dillhoff","D. Greenwood, M. DeVore, K. Pigg","",NA,"Botany",NA,NA,NA,NA,NA,NA,"91","8","514","529","English","10.1139/cjb-2012-0313","auth,class"
71506,"ref","serial monograph","Keuper (Triassic) Flora from Middle Asia (Madygen, Southern Fergana)",1995,"I. A.","Dobruskina","","","","",NA,"Bulletin of the New Mexico Museum of Natural History & Science",NA,NA,NA,NA,NA,NA,"5","","1","49","English","","auth,class"
81313,"ref","journal article","Materialy po radiolyariyam severo-zapadnoy chasti tikhogo okeana",1952,"V. A.","Dogiel'","V. V.","Reshetnyak","","",NA,"Issledovaniia dal'nevostochnykh morei SSSR",NA,NA,NA,NA,NA,NA,"3","","5","36","Russian","","auth,class"
88559,"ref","journal article","Die sporenpaläontologische Gliederung des Wealden in Westmecklenburg (Struktur Werle)",1965,"H.","Döring","","","","",NA,"Mitteilungen aus dem Zentralen Geologischen Institut, Berlin",NA,NA,NA,NA,NA,NA,"47","","1","118","German","","auth,class"
30642,"ref","journal article","A Foraminiferal fauna from the Kaiatan Stage (Upper Eocene) of New Zealand",1948,"J. M.","Dorreen","","","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"22","3","281","300","English","","auth,class"
45836,"ref","book","Prosyllabus Tracheophytorum. Tentamen Systematis Plantarum Vascularium",2001,"A. B.","Doweld","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","English","","class"
78463,"ref","journal article","Some Eocene and Oligocene phytoplankton from the Gulf Coast, U.S.A.",1967,"W.S.","Drugg","A.R. Jr.","Loeblich","","",NA,"Tulane Studies in Geology",NA,NA,NA,NA,NA,NA,"5","4","181","194","English","","auth"
72233,"ref","journal article","Some fossil plants from the Gondwana beds of Uganda",1932,"A. L.","Du Toit","","","","",NA,"Annals of the South African Museum",NA,NA,NA,NA,NA,NA,"28","","395","406","English","","auth,class"
42195,"ref","journal article","New Mesozoic and early Cenozoic spicular Nassellaria and Nassellaria-like Radiolaria",2004,"P.","Dumitrica","","","","",NA,"Revue de micropaléontologie",NA,NA,NA,NA,NA,NA,"47","","193","224","English","10.1016/j.revmic.2004.10.002","class"
42386,"ref","journal article","Middle Triassic Spicular Radiolaria",1982,"P.","Dumitrica","","","","",NA,"Revista Española de Micropaleontología",NA,NA,NA,NA,NA,NA,"14","","401","428","English","","auth"
32639,"ref","journal article","Contribution to the radiolarian fauna of the Middle Triassic of the southern Alps",1980,"P.","Dumitrica","H.","Kozur","H. Mostler","",NA,"Geologisch-Paläontologische Mitteilungen Innsbruck",NA,NA,NA,NA,NA,NA,"10","1","1","46","English","","auth,class"
45893,"ref","book","",1829,"B. C.","Dumortier","","","","",NA,"Analyse des Familles des Plantes, avec l’indication des principaux genres qui s’y rattachent",NA,NA,NA,NA,NA,NA,"","","","","French","https://doi.org/10.5962/bhl.title.443","auth,class"
71959,"ref","journal article","The geology of Texas, volume III. Upper Paleozoic ammonites and fusulinids, part 2. Permian Fusulinidae of Texas",1937,"C. O.","Dunbar","J. W.","Skinner","","",NA,"The University of Texas Bulletin",NA,NA,NA,NA,NA,NA,"3701","","517","825","English","","auth"
48067,"ref","journal article","Upper Cretaceous floras of King George Island, West Antarctica, and their palaeoenvironmental and phytogeographic implications",2000,"T. L.","Dutra","D. J.","Batten","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"","21","181","209","English","10.1006/cres.2000.0221","auth"
82813,"ref","journal article","Late Cretaceous aquatic vegetation: Tolmania aquatica gen. et sp. nov., from southern Alberta, Canada",2022,"N.L.","Edmonds","R.A.","Stockey","G.W. Rothwell","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"183","7","567","575","English","10.1086/721261","auth,class"
80756,"ref","journal article","Key species of New Zealand calcareous nannofossils",1973,"A.R.","Edwards","","","","",NA,"New Zealand Journal of Geology and Geophysics",NA,NA,NA,NA,NA,NA,"16","","68","89","English","","auth,class"
86815,"ref","journal article","A new Late Cretaceous (late Campanian to early Maastrichtian) wood flora from southern Patagonia",2016,"V. M.","Egerton","C. J.","Williams","K. J. Lacovara","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"441","2","305","316","English","https://doi.org/10.1016/j.palaeo.2015.07.011","auth,class"
75376,"ref","journal article","Nachricht des Hrn Agassiz in Neuchatel über den ebenfalls aus mikroskopichen Kiesel-Organismen gebildeten Polirschiefer von Oran in Afrika vor",1837,"C. G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"","","59","61","German","","auth"
75382,"ref","journal article"," Uber die mikroskopischen kieselschaligen Polycystinen als machtige Gebirgsmasse von Barbados und uber das Verhaltniss der aus mehr als 300 neuen Arten bestehenden ganz eigenthumlichen Formengruppe jener Felsmasse zu den jetzt lebenden Tieren und zur",1847,"C. G.","Ehrenberg","","","","",NA,"Bericht uber die zu Bekanntmachung geeigneten Verhandlungen der Koniglichen Preussische Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"","","41","60","English","","auth,class"
75483,"ref","journal article","Einige vorläufige Resultate seiner Untersuchungen der ihm von der Südpolreise des Capitain Rofs, so wie von den Herren Schayer und Darwin zugekommenen Materialien über das Verhalten des kleinsten lebens in den Oceanen und den gröfsten bisher zugänglichen Tiefen des Weltmeers",1844,"C. G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"","","182","207","German","","auth"
75665,"ref","book","Organisation, Systematik, und geographisches Verhältnis der Infusionstierchen",1830,"C. G.","Ehrenberg","","","","",NA,"Druckerei dei Koningliche Akademie der Wissenschaften. t. I–VIII, F. Dümmler",NA,NA,NA,NA,NA,NA,"","","108","","German","","auth,class"
75904,"ref","journal article","Über die verbreitung des jetzt wirkenden kleinsten organischen lebens in Asien, Australien und Afrika und über die vorherrschende bildung auch des oolithkalkes der Juraformation aus kleinen polythalamischen thieren",1843,"C. G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Konigl, Preuss, Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"","","100","106","German","","auth"
73670,"ref","journal article","Neue Untersuchungen über das kleinste Leben als geologisches Moment",1845,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1845","","53","87","English","","auth,class"
73677,"ref","journal article","Untersuchungen über die kleinsten Lebensformen im Quellenlande des Euphrats und Araxes, so wie über eine an neuen Formen sehr reiche, marine Tripelbildung von den Bermuda-Inseln",1844,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1844","","253","275 ,1 pl.","English","","auth"
73712,"ref","journal article","Mittheilungen über 2 neue asiatische Lager fossiler Infusorien-Erden aus dem russischen Trans-Kaukasien (Grusien) und Sibirien",1843,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1843","","43","49","English","","auth,class"
73738,"ref","journal article","Über noch zahlreich jetzt lebende Thierarten der Kreidebildung und den Organismus der Polythalamien",1840,"C.G.","Ehrenberg","","","","",NA,"Berlin 1840",NA,NA,NA,NA,NA,NA,"","","94pp, 4pls","","English","","auth"
73740,"ref","journal article","Über die Entwicklung und Lebensdauer der Infusionsthiere; nebst ferneren Beiträgen zu einer Vergleichung ihrer organischen Systeme",1832,"C.G.","Ehrenberg","","","","",NA,"Abhandlungen der Königlichen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1831","","1","154","English","","auth,class"
73782,"ref","journal article","Über ein aus fossilen Infusorien bestehendes, 1832 zu Brod verbacknes Bergmehl von der Grenzen Lapplands in Schweden",1837,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1837","","43","45","English","","auth"
73789,"ref","journal article","Mittheilung über 2 neue Lager von Gebirgsmassen aus Infusorien als Meeres-Absatz in Nord-Amerika und eine Vergleichung derselben mit den organischen Kreide-Gebilden in Europa und Afrika",1844,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"1844","","57","97","English","","auth,class"
73810,"ref","journal article","Über die Bildung der Kreidefelsen und des Kreidemergels durch unsichtbare Organismen",1839,"C.G.","Ehrenberg","","","","",NA,"Abhandlungen der Königlichen Akademie der Wissenschaften zu Berlin, Physikalische Klasse",NA,NA,NA,NA,NA,NA,"1839","","59","147","English","","auth,class"
76240,"ref","journal article","Characteristik von 274 neuen Arten von Infusorien",1840,"C.G.","Ehrenberg","","","","",NA,"Bericht über die zur Bekanntmachung geeigneten Verhandlungen der Königlich-Preussischen Akademie der Wissenschaften zu Berlin",NA,NA,NA,NA,NA,NA,"","","197","219","English","","auth,class"
46481,"ref","journal article","New Calcareous Algae from the Arabian Peninsula",1957,"G. F.","Elliott","","","","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"3","3","227","230","English","","auth,class"
69390,"ref","book","",1856,"E.","Emmons","","","","",NA,"Geological Report of the Midland Counties of North Carolina",NA,NA,NA,NA,NA,NA,"","","xx","351","English","","auth"
86060,"ref","journal article","Late Maastrichtian to Danian organic-walled dinoflagellate cysts and calcareous nannofossils from eastern Austral Basin, Patagonia, Argentina",2020,"M. S. G.","Estebenet","M. V.","Guler","J. P. Pérez Panera","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"285","2","1","18","English","https://doi.org/10.1016/j.revpalbo.2020.104342","auth,class"
72311,"ref","journal article","Report on Phyto-Palaeontological Investigations of the Fossil Flora of Sheppey",1880,"C. B.","Ettinghausen","","","","",NA,"Proceedings of the Royal Society of London",NA,NA,NA,NA,NA,NA,"29","","388","396","English","","auth"
10811,"ref","journal article","Contributions towards the knowledge of the fossil flora in India. I. On some fossil plants from the Damuda Series in the Raniganj Coalfield,collected by Mr. J. Wood-Mason.",1876,"O.","Feistmantel","","","","",NA,"Journal of the Asiatic Society of Bengal, Part 2, Natural science",NA,NA,NA,NA,NA,NA,"45 pt2 (4)","Contr. 19","329","382","English","","auth"
73167,"ref","journal article","New Zealand Foraminifera: The Occurrence of Rzehakina, Hantkenina, Rotaliatina, and Zeauvigerina",1939,"H. J.","Finlay","","","","",NA,"The Wellington Philosophical Society",NA,NA,NA,NA,NA,NA,"","","534","543","English"," http://rsnz.natlib.govt.nz/volume/rsnz_68/rsnz_68_04_003860.html","auth"
62052,"ref","journal article","Fisherites n. gen. reticulatus (Owen, 1844), a New Name for Receptaculites oweni Hall, 1861",1979,"S. C.","Finney","M. H.","Nitecki","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"53","3","750","753","English","","auth,class"
32631,"ref","serial monograph","Geologie, Paleontologie et Paleoecologie du Bathonien au sud-ouest du Massif Ardennais",1969,"J. -C.","Fischer","","","","",NA,"Memoires du Museum National D'Histoire Naturelle, Nouvelle Serie, Serie C, Sciences de la terre",NA,NA,NA,NA,NA,NA,"20","","1","319","French","","auth,class"
46094,"ref","journal article","The Tertiary fossil Conifers of South Chile and their Phytogeographical significance. With a review of the fossil conifers of southern lands",1940,"R.","Florin","","","","",NA,"Kungl. Svenska Vetenskapsakademiens handlingar",NA,NA,NA,NA,NA,NA,"19","2","3","113","English","","auth"
9717,"ref","journal article","A Middle Permian calcisponge/algal/cement reef: Straza near Bled, Slovenia",1984,"E.","Flügel","V.","Kochansky-Devidé","A. Ramovs","",NA,"Facies",NA,NA,NA,NA,NA,NA,"10","","179","256","","","auth,class"
81192,"ref","book chapter","Flora Ægyptiaco-Arabica sive descriptiones plantarum quas per ægytum inferiorem et arabiam felicem detexit, illustravit Petrus Forskål",1775,"P.","Forskål","","","","",NA,"Post mortem auctoris edidit Carsten Niebuhr",NA,NA,NA,NA,NA,NA,"17","","1","219","English","","auth,class"
75622,"ref","journal article","Contribuzioni diatomologiche. XII. Metodo di classificazione delle Bacillariee Immobili fondato sull'affinità morfologica dei frustoli ed in relazione con I'evoluzione dell'auxospora",1912,"A.","Forti","","","","",NA,"Atti Reale Ist. Veneto Sci. Lett. Arti ",NA,NA,NA,NA,NA,NA,"71","2","679","731","Italian","","class"
85140,"ref","journal article","Catalogue of the diatom genera",1999,"E.","Fourtanier","J. P.","Kociolek","","",NA,"Diatom Research",NA,NA,NA,NA,NA,NA,"14","1","1","190","English","10.1080/0269249X.1999.9705462","auth"
71677,"ref","journal article","New Paleogene pollen species from the Gulf and Atlantic Coastal Plains",1978,"N. O.","Frederiksen","","","","",NA,"Journal of Research of the U.S. Geological Survey",NA,NA,NA,NA,NA,NA,"6","5","691","696","English","","auth,class"
81720,"ref","journal article","Taxonomy and Biostratigraphy of Late Cretaceous and Paleogene Triatriate Pollen from South Carolina",1978,"N. O.","Frederiksen","R. A.","Christopher","","",NA,"Palynology",NA,NA,NA,NA,NA,NA,"2","","113","145","English","","auth,class"
54872,"ref","journal article","Estudio Palinológico de la Formación Cerro Dorotea (Maestrichtiano-Paleoceno) de la Provincia de Santa Cruz. I",1972,"C.","Freile","","","","",NA,"Revista del Museo de la Plata (nueva serie), Sección Paleontología",NA,NA,NA,NA,NA,NA,"6","38","39","63","Spanish","","auth,class"
45438,"ref","journal article","Restos del género ""Eucalyptus"" en el Mioceno de Neuquén",1953,"J.","Frenguelli","","","","",NA,"Notas del Museo",NA,NA,NA,NA,NA,NA,"XVI","97","209","213","Spanish","","auth"
46116,"ref","journal article","Nuevos elementos florísticos del Magellaniano de Patagonia Austral",1941,"J.","Frenguelli","","","","",NA,"Notas del Museo de La Plata. Paleontología",NA,NA,NA,NA,NA,NA,"VI","30","173","210","Spanish","","auth"
7797,"ref","journal article","Reproductive structures of Cretaceous Platanaceae",1988,"E. M.","Friis","P. R.","Crane","K. R . Pedersen","",NA,"Biologiske Skrifter Det Kongelige Danske Videnskskabernes Selskab",NA,NA,NA,NA,NA,NA,"31","","1","55","","","auth,class"
82745,"ref","journal article","Extinct seed plant diversity in the Early Cretaceous: An enigmatic new microsporangiate fossil with Decussosporites pollen in situ",2022,"E. M.","Friis","P. R.","Crane","K. R. Pedersen","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"304","","104716","","English","https://doi.org/10.1016/j.revpalbo.2022.104716","auth,class"
40795,"ref","journal article","Etude sur les vegetaux fossiles de l'etage Sparnacien du Bassin de Paris",1910,"P.-H.","Fritel","","","","",NA,"Memoires de la Societe Geologique de France, Palaeontologie",NA,NA,NA,NA,NA,NA,"40","","1","37","French","","auth"
75245,"ref","serial monograph","Azpeitia (Bacillariophyceae): Related genera and promorphology",1986,"G. A.","Fryxell","P. A.","Sims","T. P. Watkins","",NA,"Systematic Botany Monographs",NA,NA,NA,NA,NA,NA,"13","","1","74","English","","class"
83107,"ref","journal article","Relationships within Cupressaceae sensu lato: a combined morphological and molecular approach",2000,"P.","Gadek","D.","Alpers","M. Heslewood, C. Quinn","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"87","7","1044","1057","English","10.2307/2657004","class"
70963,"ref","serial monograph","Faunes et paysages du Grès à Voltzia du Nord des Vosges: Essai paléoécologique sur le Buntsandstein supérieur",1971,"J.-C.","Gall","","","","",NA,"Mémoires Service de la Carta Géologique d’Alsace et de Lorraine",NA,NA,NA,NA,NA,NA,"34","","1","318","French","","auth,class"
